橋梁ID,点検年1,BCI1,点検年2,BCI2,
504,2008,74.3,2010,73.7,2
504,2010,73.7,2012,73.6,2
504,2012,73.6,2014,73.5,2
504,2014,73.5,2016,73.4,2
505,1976,100,2007,76.8,31
505,2007,76.8,2009,74.6,2
505,2009,74.6,2011,74.5,2
505,2011,74.5,2013,74.4,2
505,2013,74.4,2015,73.6,2
506,1976,100,2007,95.3,31
506,2007,95.3,2011,95,4
506,2011,95,2014,94.6,3
507,2000,100,2011,98.7,11
507,2011,98.7,2013,95.7,2
507,2013,95.7,2015,92.8,2
507,2015,92.8,2017,87.6,2
508,2007,100,2015,94.6,8
508,2015,94.6,2017,91.6,2
509,2007,100,2015,94.8,8
509,2015,94.8,2017,93.7,2
510,2008,100,2015,96.2,7
510,2015,96.2,2017,87.5,2
511,2008,100,2015,96.2,7
511,2015,96.2,2017,91.6,2
512,2008,100,2015,97.8,7
512,2015,97.8,2017,90.6,2
513,2008,100,2015,94.5,7
513,2015,94.5,2017,88.5,2
514,2003,100,2007,99.5,4
514,2007,99.5,2011,99.4,4
514,2011,99.4,2014,97.9,3
515,2003,100,2007,99.4,4
515,2007,99.4,2011,97.5,4
515,2011,97.5,2014,94.6,3
515,2014,94.6,2016,92,2
516,2003,100,2007,97.8,4
516,2007,97.8,2011,97.7,4
516,2011,97.7,2014,95.1,3
517,2006,100,2007,99.6,1
517,2007,99.6,2011,99.5,4
517,2011,99.5,2014,99.2,3
518,2006,100,2007,99.4,1
518,2007,99.4,2011,99.3,4
518,2011,99.3,2014,98.5,3
519,2006,100,2007,99.7,1
519,2007,99.7,2011,99.7,4
519,2011,99.7,2014,99.4,3
520,2010,100,2015,99.2,5
520,2015,99.2,2017,96.1,2
521,2010,100,2015,99.1,5
521,2015,99.1,2017,96.4,2
522,2010,100,2015,99.5,5
522,2015,99.5,2017,95.8,2
523,2009,100,2017,87.5,8
524,2007,100,2009,99.8,2
524,2009,99.8,2011,99.6,2
524,2011,99.6,2014,99.3,3
525,2006,100,2011,75,5
525,2015,99.6,2017,88.2,2
526,2016,100,2017,96.2,1
527,2016,100,2017,97.4,1
528,2016,100,2017,96.5,1
529,2016,100,2017,99.7,1
530,1964,100,2001,70.9,37
530,2001,70.9,2002,68.1,1
530,2006,73.5,2008,72.7,2
530,2010,73.1,2012,72.5,2
530,2012,72.5,2014,69.2,2
530,2014,69.2,2016,68.1,2
531,1984,100,2001,72.8,17
531,2001,72.8,2002,72.4,1
531,2002,72.4,2004,72.2,2
531,2006,73.4,2008,72.7,2
531,2008,72.7,2010,71.9,2
531,2014,73.1,2016,72.8,2
532,1969,100,2001,61.1,32
532,2001,61.1,2002,61,1
532,2006,73.9,2008,73.8,2
532,2008,73.8,2010,72.8,2
532,2010,72.8,2012,72.6,2
532,2012,72.6,2014,72.6,2
532,2014,72.6,2016,72.6,2
533,1965,100,2001,74.2,36
533,2001,74.2,2002,74.1,1
533,2002,74.1,2004,73.9,2
533,2004,73.9,2006,73.8,2
533,2008,74,2010,72.9,2
533,2012,75,2014,72.9,2
534,1967,100,2001,68,34
534,2001,68,2002,68,1
534,2002,68,2004,68,2
534,2006,74.2,2008,73.9,2
534,2008,73.9,2010,73.4,2
534,2012,73.7,2014,73.6,2
534,2014,73.6,2016,73.5,2
535,1967,100,2001,68.1,34
535,2001,68.1,2002,68,1
535,2002,68,2004,68,2
535,2006,74.1,2008,73.7,2
535,2008,73.7,2010,71.9,2
536,1967,100,2001,68.1,34
536,2001,68.1,2002,68,1
536,2002,68,2004,68,2
536,2006,73.8,2008,73.4,2
536,2008,73.4,2010,72.6,2
536,2010,72.6,2012,72.6,2
536,2012,72.6,2014,72.5,2
537,1967,100,2001,67.4,34
537,2004,73.6,2006,72,2
537,2006,72,2008,72,2
537,2008,72,2010,68.1,2
537,2010,68.1,2012,67.8,2
537,2012,67.8,2014,67.6,2
538,1969,100,2001,74,32
538,2001,74,2002,74,1
538,2006,74.6,2008,74.6,2
538,2008,74.6,2010,70.6,2
538,2012,70.7,2014,70.7,2
538,2014,70.7,2016,70.6,2
539,1969,100,2001,67.2,32
539,2004,72.9,2006,72.6,2
539,2006,72.6,2008,72.6,2
539,2008,72.6,2010,67.7,2
539,2010,67.7,2012,67.7,2
539,2014,67.8,2016,67.8,2
540,1969,100,2001,68.2,32
540,2001,68.2,2002,68.1,1
540,2002,68.1,2004,67.1,2
540,2006,71.4,2008,71.4,2
540,2008,71.4,2010,67.8,2
540,2010,67.8,2012,67.8,2
540,2012,67.8,2014,66.9,2
541,1965,100,2001,71.3,36
541,2002,71.5,2004,70.9,2
541,2008,73.8,2010,72.2,2
541,2012,72.4,2014,71.9,2
541,2014,71.9,2016,71.8,2
542,1965,100,2001,67.6,36
542,2004,73.1,2006,73,2
542,2008,74.2,2010,73.3,2
542,2010,73.3,2012,73.3,2
542,2012,73.3,2014,72.9,2
542,2014,72.9,2016,72.5,2
543,1956,100,2001,71.3,45
543,2002,71.5,2004,65.6,2
543,2008,74.1,2010,72,2
543,2012,73.2,2014,72.5,2
543,2014,72.5,2016,71.4,2
544,1993,100,2001,70.4,8
544,2002,70.5,2004,70.4,2
544,2008,73.2,2010,69.1,2
544,2012,69.3,2014,68.9,2
544,2014,68.9,2016,68.5,2
545,1993,100,2001,63.4,8
545,2008,73.8,2010,72.6,2
545,2012,72.7,2014,72.4,2
545,2014,72.4,2016,71.9,2
546,1993,100,2001,41.5,8
546,2001,41.5,2002,39.9,1
546,2004,69.4,2006,69,2
546,2008,70.9,2010,69.5,2
546,2010,69.5,2012,69.1,2
546,2012,69.1,2014,68.6,2
546,2014,68.6,2016,67.7,2
547,1992,100,2001,75.4,9
547,2001,75.4,2002,75,1
547,2002,75,2004,74.5,2
547,2006,75,2008,75,2
547,2008,75,2010,74.9,2
547,2010,74.9,2012,74.7,2
547,2012,74.7,2014,74.7,2
547,2014,74.7,2016,74.6,2
548,1959,100,2000,65.6,41
548,2002,67.2,2004,60.5,2
548,2004,60.5,2006,57.9,2
548,2012,66.9,2014,65.1,2
548,2014,65.1,2016,63.8,2
549,1983,100,2000,72.4,17
549,2006,74.2,2008,74.2,2
549,2010,74.7,2012,74.5,2
549,2012,74.5,2014,74.3,2
549,2014,74.3,2016,74.3,2
550,1984,100,2000,74.8,16
550,2002,89.9,2004,74.9,2
550,2004,74.9,2006,74.5,2
550,2008,74.6,2010,73.5,2
550,2012,73.7,2014,73.6,2
550,2014,73.6,2016,73.5,2
551,1952,100,2000,72.4,48
551,2000,72.4,2002,72.4,2
551,2006,73.1,2008,71.6,2
551,2008,71.6,2010,70.4,2
551,2010,70.4,2012,67.1,2
551,2012,67.1,2014,64.7,2
552,1985,100,2000,74.6,15
552,2000,74.6,2002,74.5,2
552,2004,74.8,2006,74.8,2
552,2006,74.8,2008,74.8,2
552,2008,74.8,2010,74.6,2
552,2012,74.7,2014,74.5,2
552,2014,74.5,2016,74.3,2
553,1938,100,2000,67.6,62
553,2000,67.6,2002,32.1,2
553,2004,66.8,2006,66.8,2
553,2006,66.8,2008,66.8,2
553,2010,73.3,2012,72.8,2
553,2012,72.8,2014,71.4,2
554,1984,100,2000,74.6,16
554,2000,74.6,2002,74.6,2
554,2002,74.6,2004,74.3,2
554,2004,74.3,2006,74.3,2
554,2008,74.4,2010,74,2
554,2010,74,2012,72.9,2
555,1984,100,2000,75,16
555,2002,82.4,2004,75,2
555,2004,75,2006,75,2
555,2006,75,2008,74.9,2
555,2008,74.9,2010,74.9,2
555,2010,74.9,2012,74.6,2
555,2012,74.6,2014,74.5,2
555,2014,74.5,2016,74.5,2
556,1984,100,2000,75,16
556,2000,75,2002,75,2
556,2002,75,2004,75,2
556,2004,75,2006,75,2
556,2006,75,2008,75,2
556,2008,75,2010,74.8,2
556,2010,74.8,2012,74.7,2
556,2012,74.7,2014,74.5,2
556,2014,74.5,2016,74.4,2
557,1984,100,2000,75,16
557,2000,75,2002,75,2
557,2002,75,2004,75,2
557,2004,75,2006,75,2
557,2006,75,2008,75,2
557,2008,75,2010,75,2
557,2010,75,2012,74.4,2
557,2012,74.4,2014,74.1,2
558,1984,100,2000,75,16
558,2004,84.1,2006,74.8,2
558,2006,74.8,2008,74.6,2
558,2008,74.6,2010,74.6,2
558,2010,74.6,2012,74.4,2
558,2012,74.4,2014,74.3,2
559,1984,100,2000,75,16
559,2002,84.4,2004,75,2
559,2004,75,2006,74.8,2
559,2006,74.8,2008,74.8,2
559,2008,74.8,2010,74.7,2
559,2010,74.7,2012,74.5,2
559,2012,74.5,2014,74.1,2
559,2014,74.1,2016,74.1,2
560,1984,100,2000,74.6,16
560,2004,75,2006,75,2
560,2010,75.5,2012,75.5,2
560,2012,75.5,2014,74.9,2
560,2014,74.9,2016,74.8,2
561,1984,100,2004,75,20
561,2004,75,2006,75,2
561,2006,75,2008,74.7,2
561,2008,74.7,2010,74.6,2
561,2010,74.6,2012,74.6,2
561,2012,74.6,2014,74.6,2
561,2014,74.6,2016,74.6,2
562,1985,100,2000,74.4,15
562,2000,74.4,2002,74,2
562,2002,74,2004,73.9,2
562,2008,75.3,2010,74.5,2
562,2010,74.5,2012,74.1,2
562,2012,74.1,2014,74.1,2
562,2014,74.1,2016,73.9,2
563,1972,100,2000,73.4,28
563,2002,77.7,2004,74.7,2
563,2004,74.7,2006,74.4,2
563,2008,74.9,2010,74.2,2
563,2010,74.2,2012,73.2,2
563,2012,73.2,2014,72.1,2
564,1967,100,2000,75,33
564,2002,100,2004,75,2
564,2004,75,2006,75,2
564,2006,75,2008,75,2
564,2008,75,2010,74.9,2
564,2010,74.9,2012,74.8,2
564,2012,74.8,2014,74.5,2
564,2014,74.5,2016,74.4,2
565,1974,100,2009,75,35
565,2009,75,2013,74.9,4
565,2013,74.9,2017,74.8,4
566,1974,100,2007,70.1,33
566,2007,70.1,2011,69.8,4
566,2011,69.8,2015,68.3,4
567,1977,100,2009,74.1,32
567,2009,74.1,2013,73.9,4
567,2013,73.9,2017,73.9,4
568,1977,100,2009,75,32
568,2009,75,2013,75,4
568,2013,75,2017,75,4
569,1977,100,2007,75,30
569,2007,75,2011,71.1,4
569,2011,71.1,2015,71,4
570,1983,100,2007,75,24
570,2007,75,2011,74,4
570,2011,74,2015,74,4
571,1985,100,2009,74.8,24
571,2009,74.8,2013,73.3,4
572,1967,100,2006,71.4,39
572,2006,71.4,2009,71.4,3
572,2009,71.4,2013,70.9,4
572,2013,70.9,2017,70.9,4
573,1967,100,2006,73.5,39
573,2006,73.5,2010,71.9,4
573,2010,71.9,2014,71.5,4
574,1972,100,2006,73.2,34
574,2006,73.2,2010,72.4,4
574,2010,72.4,2014,71.9,4
575,1954,100,2000,72.9,46
575,2002,74.9,2004,66.9,2
575,2004,66.9,2006,66.9,2
575,2006,66.9,2008,66,2
575,2008,66,2010,65.9,2
575,2010,65.9,2012,65.5,2
575,2014,65.9,2016,65.3,2
576,1971,100,2000,75,29
576,2000,75,2003,75,3
576,2003,75,2006,75,3
576,2006,75,2008,72.5,2
576,2008,72.5,2010,72.4,2
576,2010,72.4,2012,72.2,2
576,2012,72.2,2014,71.7,2
577,1971,100,2000,75,29
577,2000,75,2003,75,3
577,2003,75,2006,75,3
577,2006,75,2008,72.7,2
577,2008,72.7,2010,72.6,2
577,2010,72.6,2012,72.3,2
577,2012,72.3,2014,72.3,2
578,1972,100,2000,74.1,28
578,2000,74.1,2002,73.9,2
578,2002,73.9,2004,69,2
578,2004,69,2006,69,2
578,2006,69,2008,68.9,2
578,2008,68.9,2010,68.8,2
578,2012,69.8,2014,69.3,2
578,2014,69.3,2016,67.5,2
579,2007,100,2008,75,1
579,2010,75.1,2012,74.9,2
579,2012,74.9,2014,74.8,2
579,2014,74.8,2016,74.8,2
580,2006,100,2007,99.4,1
580,2007,99.4,2011,92.1,4
580,2011,92.1,2015,90.7,4
581,2006,100,2007,99.4,1
581,2007,99.4,2011,92.6,4
581,2011,92.6,2015,90.7,4
582,2006,100,2009,98.9,3
582,2009,98.9,2013,86.8,4
582,2013,86.8,2015,82.7,2
583,2006,100,2009,99.5,3
583,2009,99.5,2013,87.3,4
583,2013,87.3,2015,83.3,2
584,2001,100,2009,93,8
584,2009,93,2013,86.9,4
584,2013,86.9,2017,83.2,4
585,2001,100,2009,90.2,8
585,2009,90.2,2013,88.2,4
585,2013,88.2,2017,82.2,4
586,1999,100,2007,89.3,8
586,2007,89.3,2009,87.4,2
586,2009,87.4,2011,87.4,2
586,2011,87.4,2013,87.4,2
586,2013,87.4,2017,79.2,4
587,1999,100,2006,85.7,7
587,2008,94.8,2010,92.7,2
587,2010,92.7,2012,88.4,2
587,2012,88.4,2014,80.5,2
587,2014,80.5,2016,79.3,2
588,2004,100,2009,90.6,5
588,2009,90.6,2013,89.8,4
588,2013,89.8,2017,85.8,4
589,2004,100,2009,88.3,5
589,2009,88.3,2013,88.3,4
589,2013,88.3,2017,85.2,4
590,2007,100,2008,99.5,1
590,2008,99.5,2012,86.6,4
590,2012,86.6,2016,84.5,4
591,2007,100,2008,99,1
591,2008,99,2012,87.1,4
591,2012,87.1,2016,85.2,4
592,2007,100,2008,99.2,1
592,2008,99.2,2012,89.4,4
592,2012,89.4,2016,84.9,4
593,2007,100,2008,100,1
593,2008,100,2012,90.1,4
593,2012,90.1,2016,86.3,4
594,1959,100,2003,73.9,44
594,2003,73.9,2005,72.9,2
594,2005,72.9,2007,72.9,2
594,2007,72.9,2009,72.4,2
594,2009,72.4,2011,66.1,2
594,2013,66.2,2015,66,2
595,1982,100,2001,75,19
595,2001,75,2003,74.8,2
595,2005,74.9,2007,74.8,2
595,2007,74.8,2009,74.8,2
595,2011,74.9,2013,74.1,2
595,2015,74.6,2017,74.5,2
596,1983,100,2000,90.7,17
596,2000,90.7,2003,90.4,3
596,2003,90.4,2004,87,1
596,2006,87.1,2008,73.6,2
596,2012,74.8,2014,74.2,2
596,2014,74.2,2016,73.7,2
597,1968,100,2003,74.7,35
597,2003,74.7,2005,74.7,2
597,2007,75,2008,74.9,1
597,2008,74.9,2010,72.2,2
597,2010,72.2,2012,67.3,2
597,2012,67.3,2014,67.3,2
597,2014,67.3,2016,67.3,2
598,1932,100,2003,68.1,71
598,2008,73.2,2010,72.4,2
598,2010,72.4,2012,68.8,2
598,2014,74.5,2016,73.7,2
599,1961,100,2004,73.8,43
599,2004,73.8,2006,72.1,2
599,2008,74.8,2010,74.4,2
599,2010,74.4,2012,73.8,2
599,2014,74.6,2016,74.6,2
600,1965,100,2005,71.4,40
600,2005,71.4,2007,67.7,2
600,2009,71.5,2011,68.1,2
600,2011,68.1,2013,68.1,2
600,2013,68.1,2015,68.1,2
600,2015,68.1,2017,66.2,2
601,1973,100,2001,70.8,28
601,2003,74.9,2005,66,2
601,2005,66,2007,66,2
601,2009,74.4,2011,74.4,2
601,2011,74.4,2013,74.4,2
601,2013,74.4,2015,74.2,2
601,2015,74.2,2017,74.1,2
602,1976,100,2001,90.9,25
602,2001,90.9,2003,78.2,2
602,2003,78.2,2005,69.5,2
602,2005,69.5,2007,66.4,2
602,2013,80.3,2015,78.1,2
602,2015,78.1,2017,77,2
603,2010,100,2013,96,3
603,2013,96,2015,91.5,2
603,2015,91.5,2017,88.8,2
604,1969,100,2006,55.8,37
604,2006,55.8,2008,24.6,2
604,2008,24.6,2010,24.6,2
604,2011,38,2012,37.9,1
604,2012,37.9,2013,37.7,1
604,2013,37.7,2014,37.7,1
604,2015,38.6,2016,36.1,1
604,2016,36.1,2017,36.1,1
605,1963,100,2005,75,42
605,2005,75,2007,71.1,2
605,2009,72.8,2011,72.7,2
605,2011,72.7,2013,72.1,2
605,2013,72.1,2015,72.1,2
605,2015,72.1,2017,72.1,2
606,2015,100,2017,95.8,2
607,2014,100,2017,96.3,3
608,2015,100,2017,99.9,2
609,2010,100,2014,93.9,4
610,2011,100,2014,97.6,3
610,2014,97.6,2016,94.5,2
611,2011,100,2014,97.3,3
611,2014,97.3,2016,94.2,2
612,2011,100,2014,97.5,3
612,2014,97.5,2016,95.7,2
613,2011,100,2014,97.1,3
613,2014,97.1,2016,94.2,2
614,2011,100,2014,97,3
614,2014,97,2016,94.3,2
615,2013,100,2015,97.4,2
616,2013,100,2015,97.6,2
617,2013,100,2015,97.2,2
618,2013,100,2015,96.4,2
619,1954,100,2009,73.9,55
619,2009,73.9,2011,70.9,2
619,2013,72.1,2015,69.2,2
619,2015,69.2,2017,69.2,2
620,1965,100,2009,74.1,44
620,2009,74.1,2011,72.5,2
620,2011,72.5,2013,71.6,2
620,2013,71.6,2015,69.3,2
620,2015,69.3,2017,69.3,2
621,2011,100,2012,100,1
621,2012,100,2014,99,2
622,2014,99.8,2016,96.2,2
623,1950,100,2009,74,59
623,2009,74,2011,70.9,2
623,2011,70.9,2013,70.6,2
623,2013,70.6,2015,69.5,2
624,1946,100,2001,93,55
624,2001,93,2002,68.7,1
624,2002,68.7,2005,68.5,3
624,2007,70.3,2009,70,2
624,2013,95.8,2015,88.3,2
624,2015,88.3,2017,88.3,2
625,1948,100,2001,71.7,53
625,2001,71.7,2002,71.1,1
625,2002,71.1,2006,70.2,4
625,2007,73.1,2009,72.1,2
625,2009,72.1,2011,68.4,2
625,2011,68.4,2013,52.6,2
625,2015,70.1,2017,70.1,2
626,1946,100,2001,74.9,55
626,2001,74.9,2002,73.4,1
626,2002,73.4,2006,73.1,4
626,2006,73.1,2007,72.8,1
626,2007,72.8,2009,72.5,2
626,2009,72.5,2011,69.9,2
626,2011,69.9,2013,68.9,2
627,1970,100,2001,74,31
627,2006,74.5,2010,74,4
627,2010,74,2014,73.9,4
628,1990,100,2001,73.6,11
628,2007,74.6,2009,74.6,2
628,2009,74.6,2011,74.6,2
628,2015,75.1,2017,74.4,2
629,1988,100,2001,74.9,13
629,2001,74.9,2003,74.2,2
629,2003,74.2,2005,74.1,2
629,2005,74.1,2007,74,2
629,2011,74.6,2013,74.2,2
629,2013,74.2,2015,73.7,2
629,2015,73.7,2017,73.3,2
630,1990,100,2001,75,11
630,2001,75,2003,74.3,2
630,2003,74.3,2005,74.2,2
630,2005,74.2,2007,74,2
630,2009,74.2,2011,74.2,2
630,2011,74.2,2013,74.1,2
630,2013,74.1,2015,74.1,2
630,2015,74.1,2017,73.7,2
631,1950,100,2001,72.5,51
631,2001,72.5,2002,60.5,1
631,2002,60.5,2006,58.6,4
631,2010,61.4,2014,60.8,4
632,1976,100,2001,75,25
632,2001,75,2002,75,1
632,2002,75,2006,72.8,4
632,2010,74.2,2012,73.3,2
632,2012,73.3,2014,72,2
633,1993,100,2001,74.6,8
633,2001,74.6,2002,73.5,1
633,2002,73.5,2006,71,4
633,2010,71.3,2012,71.2,2
634,1993,100,2001,75,8
634,2001,75,2002,75,1
634,2002,75,2006,75,4
634,2006,75,2010,74.5,4
634,2010,74.5,2014,73.9,4
635,1993,100,2001,74.9,8
635,2001,74.9,2002,74.9,1
635,2002,74.9,2006,74.7,4
635,2006,74.7,2010,72.9,4
635,2010,72.9,2012,71.3,2
635,2012,71.3,2014,70.4,2
636,1993,100,2001,75,8
636,2001,75,2002,75,1
636,2002,75,2006,75,4
636,2006,75,2010,74.9,4
636,2012,75.3,2014,75.3,2
637,1993,100,2001,74.9,8
637,2001,74.9,2002,74.9,1
637,2002,74.9,2006,74.8,4
637,2006,74.8,2010,74.3,4
637,2010,74.3,2014,73.2,4
638,1976,100,2001,99.8,25
638,2001,99.8,2003,99.8,2
638,2003,99.8,2006,74,3
638,2006,74,2010,74,4
638,2010,74,2014,73.8,4
639,1976,100,2001,75,25
639,2001,75,2003,75,2
639,2003,75,2006,72.8,3
639,2008,72.9,2010,72.7,2
639,2010,72.7,2012,70.1,2
639,2012,70.1,2014,67.8,2
639,2014,67.8,2016,67.6,2
640,1976,100,2001,75,25
640,2001,75,2003,75,2
640,2003,75,2006,75,3
640,2006,75,2010,74.4,4
640,2010,74.4,2014,73.1,4
641,1976,100,2001,74.6,25
641,2001,74.6,2003,74.6,2
641,2003,74.6,2006,74.2,3
641,2010,78.4,2014,75.2,4
642,1976,100,2001,58.1,25
642,2001,58.1,2003,58.1,2
642,2006,65.1,2008,64.2,2
642,2008,64.2,2010,60.1,2
642,2012,60.7,2014,52.3,2
642,2016,54.4,2017,53.5,1
643,1976,100,2001,64.9,25
643,2001,64.9,2003,64.9,2
643,2008,73.1,2010,72.5,2
643,2010,72.5,2012,71.8,2
643,2014,77.5,2016,75.6,2
644,1976,100,2001,75,25
644,2001,75,2006,75,5
644,2006,75,2010,75,4
645,1976,100,2001,89.7,25
645,2001,89.7,2003,89.7,2
645,2003,89.7,2006,73.9,3
645,2006,73.9,2008,66.9,2
645,2010,68.8,2012,67.7,2
645,2014,69.5,2016,68.8,2
646,1976,100,2001,75,25
646,2001,75,2003,75,2
646,2003,75,2006,74.7,3
646,2006,74.7,2010,74.2,4
647,1976,100,2001,60.4,25
647,2001,60.4,2003,60.4,2
647,2003,60.4,2006,51.1,3
647,2008,53.6,2010,52.6,2
647,2010,52.6,2012,51,2
647,2012,51,2014,49.7,2
647,2014,49.7,2016,48.9,2
648,1976,100,2001,75,25
648,2001,75,2003,75,2
648,2003,75,2006,72.2,3
648,2006,72.2,2008,68.7,2
648,2010,74.9,2012,70.4,2
649,1976,100,2001,100,25
649,2001,100,2003,100,2
649,2003,100,2006,74.5,3
649,2010,75,2014,74.9,4
650,1980,100,2001,75,21
650,2001,75,2006,74,5
650,2008,74.6,2010,73.4,2
650,2010,73.4,2012,72.1,2
650,2014,73.2,2016,72.6,2
651,1980,100,2001,74.4,21
651,2001,74.4,2006,73.8,5
651,2006,73.8,2008,72.8,2
651,2010,73,2012,72.7,2
651,2014,74,2016,73.4,2
652,1976,100,2001,74.9,25
652,2001,74.9,2006,72.4,5
652,2007,80.6,2010,74.6,3
653,1976,100,2001,97.9,25
653,2001,97.9,2002,64.7,1
653,2002,64.7,2006,64.2,4
653,2010,67.7,2014,66.6,4
654,1953,100,2001,98.5,48
654,2001,98.5,2002,71.4,1
654,2002,71.4,2006,65.7,4
654,2006,65.7,2008,57.9,2
654,2010,62.8,2012,62.2,2
654,2012,62.2,2014,57.8,2
654,2014,57.8,2016,57.8,2
655,1976,100,2001,74.9,25
655,2001,74.9,2002,73,1
655,2002,73,2006,72.6,4
655,2006,72.6,2010,70.7,4
655,2010,70.7,2014,67.7,4
656,1980,100,2001,74.6,21
656,2001,74.6,2002,57.5,1
656,2006,74.3,2010,73.2,4
656,2010,73.2,2012,70.3,2
656,2012,70.3,2014,70,2
657,1953,100,2001,75,48
657,2001,75,2002,73,1
657,2002,73,2006,73,4
657,2006,73,2008,68.5,2
657,2008,68.5,2010,67.9,2
657,2010,67.9,2012,67.4,2
657,2012,67.4,2014,66.2,2
657,2014,66.2,2016,66.2,2
658,1960,100,2001,75,41
658,2001,75,2002,74.8,1
658,2002,74.8,2005,71.7,3
658,2007,76.1,2009,73.2,2
658,2013,95.9,2015,92.4,2
658,2015,92.4,2017,92.1,2
659,1953,100,2001,68.6,48
659,2002,70,2006,70,4
659,2006,70,2008,68.9,2
659,2010,69.7,2012,68.4,2
659,2012,68.4,2014,68.1,2
659,2014,68.1,2016,68.1,2
660,1976,100,2001,74.4,25
660,2001,74.4,2006,73.6,5
660,2008,74.3,2010,73.3,2
660,2010,73.3,2012,70.8,2
660,2012,70.8,2014,70.8,2
661,1976,100,2001,75,25
661,2001,75,2006,74.2,5
661,2008,74.5,2010,74,2
661,2010,74,2012,74,2
661,2014,75.7,2016,74.5,2
662,1976,100,2001,75,25
662,2001,75,2006,73.1,5
662,2006,73.1,2008,66.4,2
662,2008,66.4,2010,65.8,2
662,2010,65.8,2012,60.4,2
662,2014,61.1,2016,60.4,2
663,1976,100,2001,75,25
663,2001,75,2006,75,5
663,2006,75,2010,74.9,4
663,2010,74.9,2012,74.2,2
663,2012,74.2,2014,73.1,2
663,2014,73.1,2016,72.6,2
664,1993,100,2001,75,8
664,2001,75,2006,75,5
664,2010,77,2014,75.3,4
665,1960,100,2001,69.3,41
665,2006,73.9,2010,73.2,4
665,2014,74.3,2016,73.6,2
666,1953,100,2001,74.6,48
666,2001,74.6,2006,62.2,5
666,2006,62.2,2008,46.8,2
666,2010,49.2,2012,46.9,2
666,2012,46.9,2014,42.1,2
666,2014,42.1,2016,40.7,2
666,2016,40.7,2017,36.7,1
667,2008,100,2015,98.8,7
667,2015,98.8,2017,98.6,2
668,2010,100,2015,99.7,5
668,2015,99.7,2017,98.5,2
669,2010,100,2011,100,1
669,2011,100,2013,100,2
669,2013,100,2015,99.4,2
669,2015,99.4,2017,90.5,2
670,2011,100,2015,96.8,4
670,2015,96.8,2017,93.9,2
671,2011,100,2015,98.4,4
671,2015,98.4,2017,98,2
672,1962,100,2000,92,38
672,2000,92,2002,69.7,2
672,2004,69.8,2006,69.8,2
672,2006,69.8,2008,68.8,2
672,2008,68.8,2010,68.7,2
672,2010,68.7,2012,68.5,2
672,2014,69.2,2016,68.8,2
673,1963,100,2009,73.3,46
673,2009,73.3,2013,68.5,4
673,2013,68.5,2015,66.3,2
674,2003,100,2009,81.8,6
674,2013,85.9,2017,74.2,4
675,2002,100,2009,89.5,7
675,2009,89.5,2013,88.5,4
675,2013,88.5,2017,84.4,4
676,2002,100,2009,91.6,7
676,2009,91.6,2013,88.4,4
676,2013,88.4,2017,83.5,4
677,2001,100,2009,85.9,8
677,2009,85.9,2013,83.9,4
677,2013,83.9,2017,74.2,4
678,1965,100,2009,86,44
678,2009,86,2013,79.4,4
678,2013,79.4,2017,73.8,4
679,2004,100,2009,93.8,5
679,2009,93.8,2013,89.8,4
679,2013,89.8,2017,76.7,4
680,2004,100,2009,86.4,5
680,2013,86.9,2017,76.4,4
681,2004,100,2009,93.8,5
681,2009,93.8,2013,89.5,4
681,2013,89.5,2017,86.4,4
682,2004,100,2009,90.4,5
682,2009,90.4,2013,88.2,4
682,2013,88.2,2017,74.3,4
683,2004,100,2009,88.4,5
683,2009,88.4,2013,88.3,4
683,2013,88.3,2017,73.8,4
684,2004,100,2009,90.2,5
684,2009,90.2,2013,88.5,4
684,2013,88.5,2017,75.5,4
685,2005,100,2006,75,1
685,2009,88.7,2013,88.5,4
685,2013,88.5,2017,78.1,4
686,1955,100,2006,68.4,51
686,2006,68.4,2008,59.3,2
686,2008,59.3,2010,58.4,2
686,2010,58.4,2012,55.4,2
686,2012,55.4,2014,54.7,2
686,2014,54.7,2016,54.7,2
687,1981,100,2000,64.4,19
687,2000,64.4,2002,41.5,2
687,2004,57.5,2006,57.5,2
687,2006,57.5,2008,57.5,2
687,2010,71.7,2012,71.5,2
687,2012,71.5,2014,71.1,2
688,1902,100,2000,72.4,98
688,2000,72.4,2002,70.9,2
688,2004,72.4,2006,70.9,2
688,2006,70.9,2008,66.6,2
688,2008,66.6,2010,64.3,2
688,2010,64.3,2012,63.6,2
688,2012,63.6,2014,63.2,2
688,2014,63.2,2016,63.2,2
689,1975,100,2009,71.3,34
689,2009,71.3,2013,70.7,4
689,2013,70.7,2017,70.4,4
690,1975,100,2009,74.5,34
690,2009,74.5,2013,74.5,4
690,2013,74.5,2017,74.5,4
691,1992,100,2001,75,9
691,2001,75,2003,75,2
691,2003,75,2005,75,2
691,2005,75,2007,71.9,2
691,2009,73.5,2011,71.8,2
691,2011,71.8,2013,71.4,2
692,1969,100,2001,71.6,32
692,2003,75,2005,75,2
692,2005,75,2007,69.2,2
692,2009,73.6,2011,69.5,2
692,2011,69.5,2013,69.5,2
692,2015,69.6,2017,69.5,2
693,1966,100,2001,75,35
693,2001,75,2005,75,4
693,2005,75,2007,74.9,2
693,2007,74.9,2009,74.6,2
693,2009,74.6,2011,73.8,2
693,2011,73.8,2013,73.5,2
693,2013,73.5,2015,73.4,2
693,2015,73.4,2017,73.2,2
